user_id,product_id,asin,rating,review_title,review_text,category,timestamp,helpful_vote,verified_purchase,product_name,store,price,features,description,image_url,is_synthetic_interaction
AE23ZLT2QYU6NIHTBMOG3ZRDSRGQ,B00DM8LL8C,B00DM8LL8C,5.0,Super easy,Got this to replace on an Frigidaire front loader. Super easy to pop in. Fit perfect and great price,Appliances,1628996086121,0,True,B00DM8LL8C,,,,,,False
AE2AXZS54WKE3J5ZXA3NZSPUNV3Q,B07SR2JJL7,B07SR2JJL7,3.0,The colors are cute,"I absolutely LOVE the colors and designs. My ONLY con is the band is so damn tight I had to push it back past my edges and stretch it out a few times in order for it not to be so tight, and even then it’s still tight. But the colors are cute😩",All Beauty,1578763983003,0,True,B07SR2JJL7,,,,,,False
AE2AXZS54WKE3J5ZXA3NZSPUNV3Q,B07WFH2P2B,B07WFH2P2B,2.0,Whatever! I’ve had better,I only like the jelly material & the color. It took FOREVEEER to get here. An it is small :( MEH!!!,All Beauty,1579316317019,0,True,B07WFH2P2B,,,,,,False
AE2AXZS54WKE3J5ZXA3NZSPUNV3Q,B01ETXZAXK,B01ETXZAXK,5.0,I love this scent,I looooove this perfume!! I originally found this at 5 below and was soooo happy amazon had a bigger bottle! Love Love Love,All Beauty,1601443130610,0,True,B01ETXZAXK,,,,,,False
AE2AXZS54WKE3J5ZXA3NZSPUNV3Q,B00XJGJO1I,B00XJGJO1I,3.0,Meh...,I was sort of disappointed in the size!! It’s really small.,All Beauty,1604981511363,0,True,B00XJGJO1I,,,,,,False
AE2AXZS54WKE3J5ZXA3NZSPUNV3Q,B08SC7FHWY,B08SC7FHWY,2.0,Smh,I’ve had better wigs from Amazon!! Way to fake looking! The part was so horrible,All Beauty,1617834620693,4,True,B08SC7FHWY,,,,,,False
AE2AXZS54WKE3J5ZXA3NZSPUNV3Q,B01KD8ANOG,B01KD8ANOG,5.0,My fav,My favorite eyebrow pencil. I use these on my brows I’ve been using this for like 3 years now!,All Beauty,1617834723272,1,True,B01KD8ANOG,,,,,,False
AE2AXZS54WKE3J5ZXA3NZSPUNV3Q,B09JZNQDSH,B09JZNQDSH,3.0,Meh,There just okay a little to short for my liking.,All Beauty,1639370802495,0,True,B09JZNQDSH,,,,,,False
AE2J7XLQ4H2YREBG3KFJFWJDJWHQ,B00AUWTYN2,B00AUWTYN2,5.0,An upgrade versus the older models,"I had an ozone system (not from O3 Pure) that was great for a year but then stopped working correctly. It was sent in for repair several times but still didn't work right. Also during that time I bought a new HE washer. I think one issue was that the design worked with older washers (non-HE and HE models according to the company) but not the newest HE washers that use even less water. Instead of sending it in for repair yet again, I purchased this model. The first thing I noticed is even with my very miserly Samsung top load HE washer it infuses the water with enough ozone to produce that fresh rain smell and get the clothes clean. You still need to pre-treat stains and I use detergent on occasion, but for most loads I do not add anything. One item to note, the old machine had a magnetic water softener built in. My water is not too hard but is not soft either. The clothes were okay but items like bath towels and washcloths were a bit stiff. I corrected the issue by installing a magnet set on the water line.<br /><br />So far I am very happy with the unit. The laundry comes out clean and my septic system is probably better off without all that detergent. Cost wise, I think I at least broke even with the old unit considering the cost of detergent and propane (hot water tank). There have been a number of improvements made since my prior purchase so I am hoping this one lasts longer.",Appliances,1508360038580,5,True,B00AUWTYN2,,,,,,False
AE2J7XLQ4H2YREBG3KFJFWJDJWHQ,B00A8O03LE,B00A8O03LE,5.0,Fixed the locking problem,"Bought and installed this for a coworker. His machine wouldn't stay lock. This fixed that. Unfortunately a more expensive part broke soon after so he decided to get a new machine so I won't be able to comment on longevity.. The one that came with the machine lasted 7 years. The two parts were slightly different, mainly the new one had a smaller body resulting in the use of less plastic. The actual mechanism looked the same.",Appliances,1555703900032,1,True,B00A8O03LE,,,,,,False
AE2J7XLQ4H2YREBG3KFJFWJDJWHQ,B08HMWNX51,B08HMWNX51,5.0,Great tasting water,"Bought these for my LG LRFDS3016S fridge. I was very careful to buy filters with the exact same locking tab design as the original filter after seeing a lot of negative reviews on Amazon about incompatibility. Two different designs are being sold by various sellers using the same part number. Maybe they are supposed to be cross compatible but the reviews say otherwise. The filter that came with my fridge had the full trapezoid shaped tabs, not the ones with a U shaped cutout. I had no problem installing the filter and no leaks. I think the water tastes better than with the LG branded filter. It's now comparable to what came out of our previous fridge. These are also much cheaper but meet the same NSF standards. They do cost more than other generic filters that are only NSF42 and 372 certified (these are also 53 and 401) but I thought it was worth the small difference.",Appliances,1644870052121,1,True,B08HMWNX51,,,,,,False
AE2J7XLQ4H2YREBG3KFJFWJDJWHQ,B09TNJ76CS,B08B65RXLM,4.0,Cheap but good,"Looks like the original filter but without the ridiculous price. Many other generic filters use different layers than what LG supplied. I don't know if one is better than the other but I'd rather stick to what LG uses just in case. I knocked off one star because the middle layer (the one with the holes) had a small tear in each of the filters. All of the material was there, just not one continuous sheet all the way across.",Appliances,1644871667099,0,True,B09TNJ76CS,,,,,,False
AE2J7XLQ4H2YREBG3KFJFWJDJWHQ,B08RHH7K7D,B08RHH7K7D,5.0,Perfect match for the original,"Looks exactly like what comes from Samsung, hopefully it will last longer. Easy to install and no more leaky valves.",Appliances,1655841287507,0,True,B08RHH7K7D,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B000FNKV60,B000FNKV60,5.0,Excellent seller and product great,I ordered 2 sets of drip pans.  One set was complete as described..other set was lacking 1 large pan and had 3 small ones. I made do but the seller sent a refund for the one set without me asking for it. Now this is a good seller and I will do business with them again and the drip pans are great and even better than the ones that came with the stove.<br />Amazon keep this seller.  Good to do business with.<br />Jpkantqs@aol.com,Appliances,1318766645000,1,True,B000FNKV60,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B00L7QVT8S,B00L7QVT8S,5.0,Glad there is UPS cause they do try and go the extra mile for the seniors.,"with the help of a Schwans delivery man , Chris, he helped do the unpacking and that was something that the Fed X person was supposed to do with the box marked Team Lift..Seems a shame that I can't say don't ship my things by Fed X. This is 5 weeks in a row I have had problems. Glad there is UPS cause they do try and go the extra mile.  Love this great freezer. cooled right away and great looking addition to my little kitchen.<br />Thanks to Amazon for their splendid help and then my delivery guy and I kept the freezer.  Love Love Love it.",Appliances,1452808148000,6,True,B00L7QVT8S,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B0076PNQ7G,B0076PNQ7G,2.0,Make sure you get the right fit. Buy the freezer first and then the mat,got this mat before the freezer and the mat doesn't fit. I can't trim it as the directions say not to so this is a total loss to me. Sorry I hate to defrost,Appliances,1452871006000,0,True,B0076PNQ7G,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B00BXLUFQ4,B00BXLUGPO,5.0,Five Stars,Gift for a young lady and this is so easy.,Gift Cards,1476879371000,0,True,B00BXLUFQ4,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B0B9H5NZRD,B0000CFPK8,5.0,Great look on the stove,I can't believe what a difference they make.  Besides keeping the crumbs and etc. out of the drip pans These give<br />a great look to the stove.  Just love them,Appliances,1557879476798,0,True,B0B9H5NZRD,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B081KSD3BK,B07BQ6DJ5K,5.0,great investment and they work well,I bought a  set and I ordered them not thinking that the set which I returned and then I looked and right there waa set for my Whirlpool Electric Stove. The first one set for a Hot point stove. I bought a  set for my neighbor and she<br />is really happy with them too.  Thanks,Appliances,1558026860016,0,True,B081KSD3BK,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B081KSD3BK,B07BN7KGJC,4.0,Item is great for a replacement,I was having a time keeping the drip pans clean on the stove.  These are just great for a replacement . Thans,Appliances,1564666710104,0,True,B081KSD3BK,,,,,,False
AE2K3FZD7K4YJLBOCP5PPNJYMAUA,B0763R8L73,B0727VWLZ9,5.0,Very cute presentation,Bought these for a friends daughter's new babies and she loved them  Thanks,Gift Cards,1564669757343,1,True,B0763R8L73,,,,,,False
AE2QHTSNTZM2ZABPPXHN2CV2KX5Q,B0BHNSLKNZ,B000AYH770,5.0,Well made,I bought several 4 cup coffee makers to give to my coworkers and kept two for myself. I purchased the Cuisinart GTF-4 Gold Tone coffee filters to save money.,Appliances,1453439945000,0,True,B0BHNSLKNZ,,,,,,False
AE2QHTSNTZM2ZABPPXHN2CV2KX5Q,B00QHEP4OK,B00QHEP4OK,5.0,Good investment,We recently bought a new stove so we did not want the burner area caked with solid grease.,Appliances,1515778969117,0,True,B00QHEP4OK,,,,,,False
AE2QHTSNTZM2ZABPPXHN2CV2KX5Q,B00WA6TGDE,B00WA6TGDE,4.0,It serves it's purpose,"The filters at times collapse during the brew cycle. However, I have not found a coffee filter that doesn't do this.",Appliances,1525392857342,0,True,B00WA6TGDE,,,,,,False
AE2QHTSNTZM2ZABPPXHN2CV2KX5Q,B071JQN7WN,B071JQN7WN,5.0,Works Well,They work well for our coffee maker. I recently read that coffee grounds should not be put in the sink drain so I purchased the paper disposable coffee filters.,Appliances,1563071050611,0,True,B071JQN7WN,,,,,,False
AE2QHTSNTZM2ZABPPXHN2CV2KX5Q,B07X7HQQH1,B004E2PUMS,5.0,Meets my needs,I have gone through several of these coffee filters and had no problems.,Appliances,1568434187123,0,True,B07X7HQQH1,,,,,,False
AE2QHTSNTZM2ZABPPXHN2CV2KX5Q,B08T3WKL3W,B08T3VVDBS,5.0,Holds Large Eggs,I read several reviews on various egg holders and wanted a holder that would accommodate large eggs without breaking. We had no broken eggs when used in the trailers refrigerator.  My only concern is we only need a holder that holds six eggs. Space is limited in the small refrigerator in our travel trailer.,Appliances,1621372661550,0,True,B08T3WKL3W,,,,,,False
AE2VLSDJLY3SBCWJ4PIQ7ETQOEJQ,B0B7J1ZJPL,B09XN1LQWB,5.0,Quick and quiet!,[[VIDEOID:d299dd05005f0dcb2e81ca7c66e0f109]] Excellent ice maker! Makes the ice very quickly and I think it's fairly quiet. It drops the ice a lot more quietly than a built in ice maker in a fridge/freezer.,Appliances,1660417170865,0,False,B0B7J1ZJPL,,,,,,False
AE2VLSDJLY3SBCWJ4PIQ7ETQOEJQ,B09ZPN14QX,B09ZPN14QX,5.0,Fits my Whirlpool side by side fridge perfectly!,Fits my Whirlpool side by side fridge perfectly!,Appliances,1661124338508,1,False,B09ZPN14QX,,,,,,False
AE2VLSDJLY3SBCWJ4PIQ7ETQOEJQ,B0B1M8SBML,B0B1M8SBML,5.0,"Gentle cleanser, light scent","[[VIDEOID:3396eaae81b5e0ac18c104bf8c1c08ab]] This is a lovely gentle cleanser with a light, clean scent. Did not irritate my sensitive skin.",All Beauty,1661202439837,0,False,B0B1M8SBML,,,,,,False
AE2VLSDJLY3SBCWJ4PIQ7ETQOEJQ,B0C4SLWLK9,B0B1DLY2D7,5.0,Can be trimmed for a custom fit,These Fettorler refrigerator drip tray can be trimmed for a custom fit. They are ver absorbent and a great value.,Appliances,1662224120707,0,False,B0C4SLWLK9,,,,,,False
AE2VLSDJLY3SBCWJ4PIQ7ETQOEJQ,B0BC3JS4DY,B0BC3JS4DY,5.0,Excellent,This Nayira frothing pitcher is excellent quality. The markings inside are clear and easy to read. This is very easy to clean too.,Appliances,1667422792904,0,False,B0BC3JS4DY,,,,,,False
AE2X6OQXH7QRE3X2EEK2R4B2HIIQ,B002R0DXMI,B002R0DXMI,4.0,Worked ok.,"Worked, but harder to get on than old one. Replaced non-metal vent pipe.",Appliances,1501694774336,0,True,B002R0DXMI,,,,,,False
AE2X6OQXH7QRE3X2EEK2R4B2HIIQ,B079SDHK6N,B079SDHK6N,5.0,Easy to install. Working perfectly.,"Getting the old one out was a little challenging because it was hard to get good grip on it, but the new one went in without a problem. My hands have some arthritis. 😕",Appliances,1564155534975,0,True,B079SDHK6N,,,,,,False
AE2X6OQXH7QRE3X2EEK2R4B2HIIQ,B0C85M2F4G,B079Z2D4JS,5.0,Perfect fit at good price,Perfect fit for Samsung refrigerator,Appliances,1614027283128,0,True,B0C85M2F4G,,,,,,False
AE2X6OQXH7QRE3X2EEK2R4B2HIIQ,B07Z5NZ65X,B07Z5NZ65X,5.0,Good gift item,I bought these as a gift.,All Beauty,1620273180137,0,True,B07Z5NZ65X,,,,,,False
AE2X6OQXH7QRE3X2EEK2R4B2HIIQ,B07K17RHYC,B07K17RHYC,5.0,Good value for money,Work perfectly with ice maker and water supply.,Appliances,1630779126448,0,True,B07K17RHYC,,,,,,False
AE3DVUC7AWYQEAKN74I3LLUA5QEA,B07MV7BBK3,B013Y3XO98,4.0,Works as expected,"I purchased these to use after my cold brew coffee is done. My cold brew coffee system leaves a bit of coffee &#34;silt&#34; after brewing. These filters catch about 80% of the silt, so they work, just not as well as I had hoped.  They are flannel - just like what you'd expect.  I think they will work for other things that need a fine filter, so overall, I'm happy with this purchase.  Since they're cotton, they do stain even after you wash them, but that's to be expected with a flannel product.",Appliances,1471442272000,4,True,B07MV7BBK3,,,,,,False
AE3DVUC7AWYQEAKN74I3LLUA5QEA,B0114XW80G,B0114XW80G,5.0,Great for pour over coffee,"Great for pour over coffee.  It does leave a little coffee sludge/silt in the cup, but it's not horrible. I just don't drink the last teaspoon of coffee in the cup and it's fine. I love that it replaces paper filters and it's metal, so we take it camping without risk of it breaking.",Appliances,1471442866000,0,True,B0114XW80G,,,,,,False
AE3DVUC7AWYQEAKN74I3LLUA5QEA,B01J2YE2IU,B01J2YE2IU,3.0,"It's OK, does the job, but way too big","This container is much bigger than I expected.  It's twice as big as I need and is way too big to carry in a purse or to travel with. I was hoping that it was the size closer to the Bare Mineral average size, but it's twice as big. It also doesn't have any inner lid to keep the powder from being dispensed, so you wouldn't want to travel with it anyway.",All Beauty,1477490345000,5,True,B01J2YE2IU,,,,,,False
AE3DVUC7AWYQEAKN74I3LLUA5QEA,B00MNI205K,B00MNI205K,5.0,Recommended,"I love this pour over coffee maker.  It's perfect or one cup of coffee.  You do get a little sediment in the bottom, but if you pour it slowly into your cup most of the sediment stays in the bowl of the coffee maker.",Appliances,1487905103000,0,True,B00MNI205K,,,,,,False
AE3DVUC7AWYQEAKN74I3LLUA5QEA,B00IKMWQMK,B00IKMWQMK,4.0,Great fan,"We love this fan for our cab-over camper.  My only complaint is that it's a little louder than I'd like (lots of white noise), but it moves air nicely (in both directions).  It was a breeze for my husband to install it so that's a plus as well.",Appliances,1503780660610,2,True,B00IKMWQMK,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B07CYNWTXK,B01CTNA1VI,4.0,Great product!,Easy to cut and fit between oven and counter. I haven’t washed them in the dishwasher yet but wash by hand. They did come bent in half however it does eventually unbend to lay flat.,Appliances,1521210933827,0,True,B07CYNWTXK,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B077N4CNVJ,B06X1GRR62,5.0,Perfect for those who are hard to shop for!,This is the perfect gift for anyone you have a hard time buying for. We got this for my father in law who is the hardest person I’ve ever shopped for before. He loves ebooks so this was a great gift! It came quickly and in a very nice box. Very presentable!,Gift Cards,1560891078507,0,True,B077N4CNVJ,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B018F4H5DM,B01K8RL9C2,5.0,So cute!,Very cute way to present a gift card and you don’t have to pay extra!,Gift Cards,1581863392662,0,True,B018F4H5DM,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B07K1QJH5P,B07K1QJH5P,4.0,Good hold with slight shine,This product is tacky so it has a good hold if that is what you are looking for. The scent is “manly” with a slight smell of cedar with a slight shine.,All Beauty,1610915690492,0,False,B07K1QJH5P,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B01N7A5AGF,B01N7A5AGF,4.0,Pretty decent product but do your research,"Overall, this product isn’t horrible compared to others on the market. It is paraben-free, sulfate-free, EU Allergen free and uses minimal ingredients however it also contains alcohol, silicone and is not safe for fungal acne.  After running this product through a cosmetic ingredient safety checker, it scored an 88% one the EWG Health Rating.  Most popular, name-brand face lotions are around 65%-80% on the EWG Health Rating. I use the EWG (Environment Working Group) as a reference when checking products and try to stay away from the alarmist side. Only 8% of this product is considered “moderate risk” mainly polyarylamide, Fragrance (unnecessary additive; possible allergy) , alcohol denat. (Bad for dry skin, bad for sensitive skin, potentially block pores) and BHT (also found in edibles, rubber products and is banned in UK and EU due to limited research showing BHT is linked to cancer). This product is good for brightening, anti-aging and promotes wound healing.  It also contains steric acid which can potentially block pores.<br /><br />Keep in mind, everyone’s skin is different and what effects one person may not effect another. Learn your skin and what products work best for you. Personally, I would stay away from this product if you have very dry skin and/or sensitive skin. I have “normal” skin (no sensitivities, not overly dry or oily, limited acne, no allergies) and didn’t have any issues with this product so far. It has a light scent that isn’t overpowering but completely unnecessary (I HATE fragrance in beauty products; stick with essential oils). It absorbed nicely and didn’t leave my face feeling oily. I am giving this product 4 stars as of February 21, 2021 due to the minimal ingredients and will update this review once a larger amount of time has passed to fully understand how to works with my skin.",All Beauty,1613917893005,2,False,B01N7A5AGF,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08QHP717Z,B08QHP717Z,5.0,Take me back to the 90s!,I had a set of headbands JUST like these in the 90s so I had to order them for my 3 year old daughter. They are made of satin and your typical headbands.,All Beauty,1614552340163,0,False,B08QHP717Z,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08RP5QJS8,B08RP5QJS8,3.0,🚫Contains synthetic perfumes and colors 🚫,"The list of ingredients isn’t in English which is a big thing for me as I am sensitive to certain products. The ones that are in English, Solanum Melongena which is an eggplant extract, EDTA which is a chelating agent and not good for you at all, Camellia Sinensis Leaf which is a skin conditioner and perfume and CI 77492 which is a synthetic cosmetic colorant. There is a -20 which typically is a PEG which Polyethylene Glycol and can cause health issues if used in excess.<br /><br />The application of the product itself is a neat concept and makes applying a mask much easier. There are unnecessary perfumes and colors in this product along with EDTA and possibly PEG which I stay away from.<br /><br />Learn your skin and what it can handle also what you are looking for in a skin. This is not a natural product by any stretch of the imagination.",All Beauty,1614782648072,5,False,B08RP5QJS8,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08SQ31H8P,B08SQ31H8P,5.0,Great scalp massage!,"These feel so good during shampooing! I love going to the salon to get my haircut because they always give such a great scalp massage. Although this isn’t a profession scalp massage, it does feel great! It also helps the shampoo get onto the roots and really clean your scalp. They fit nicely in the palm of my hand and even my kids and husband love using them!",All Beauty,1614985087156,0,False,B08SQ31H8P,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0895XPZNT,B0895XPZNT,5.0,Very pretty and shiny headband!,I got this for my headband-loving almost 6 year old niece and it is adorable! It is a little tight on her head and weights 3.73oz which is about the weight of 42 pennies. The gems appear to be made of glass and held onto the headband with clear thread and glue.,All Beauty,1615320257848,0,False,B0895XPZNT,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08SQXBZ5W,B08SQXBZ5W,5.0,Perfect for traveling!,These are perfect for traveling due to the short handle and protective case. The bristles are soft and the handles are sturdy.,All Beauty,1618163444812,1,False,B08SQXBZ5W,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08S3VFJ22,B08S3VFJ22,5.0,So fun for “princess hair”!,I am impressed with the feel of this wig! I got this wig for my daughter to play dress up with her friends because I they MUST have “princess hair” and this didn’t disappoint! It feels like real hair and weights 305g so it weights the same of about 122 pennies.,All Beauty,1618945612729,2,False,B08S3VFJ22,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0863FZFPV,B0863FZFPV,4.0,"Beautiful, fun wig!","This is a super fun dress up wig! It is well made, soft and beautiful. It fits well and stays in place with the extra strap. It weighs 251g which is about the same weight as 100 pennies so very light weight.",All Beauty,1619047332854,0,False,B0863FZFPV,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B09188R9KV,B09188R9KV,4.0,Nice headbands,These headbands are as advertised and lightweight.,All Beauty,1620508552940,0,False,B09188R9KV,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08QZBZG89,B08QZBZG89,4.0,"It’s okay, runs dark","I have very light eyebrows (thanks genetics!) so I always darken my eye browns slightly with a little brown eye shadow so I thought I’d try this. It is waterproof but does easily rub off skin with some water if you don’t let it sit for awhile. Once it’s dried, it stays on pretty well. I ordered brown since I have light brown hair but this is a very dark brown so it gave a rather dramatic and sinister look lol I don’t think I’ll be using this. The tips of the eyebrow brush is rather bendable so you can go from 3 small, thin lines to 1 thick line VERY quickly.",All Beauty,1621453957451,0,False,B08QZBZG89,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B086VRRD99,B086VRRD99,5.0,EWG Certified!!,"I absolutely love this beauty line! Most products are EWG certified and good for your skin! It is amazing the nasty chemicals in popular cosmetics from causing cancer to fertility issues so do your research. Learn what you want in a product, including environmentally, and what works for your skin.",All Beauty,1623767811116,1,True,B086VRRD99,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B093YZRFLW,B093YZRFLW,3.0,Didn’t do anything but did feel good,"These are easy to apply though they did slide down a small amount because I can’t sit still for 20 minutes (thanks kids!). I have no idea the ingredients which is dangerous for people that suffer from allergies or sensitive skin. Lucky for me, I didn’t have any reactions and kept on for 15 minutes however I didn’t see any changes from using this product. They are cold which felt nice under my eyes but nothing more. I’ll pass on these.",All Beauty,1623793458096,0,False,B093YZRFLW,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0952KBKHZ,B0952KBKHZ,4.0,"Pretty extensions, watch videos for proper usage",Halo extensions just don’t work for the shape of my head apparently. I’ve watched countless videos on how to properly put on and I can’t get it right for the life of me. I honestly think my head is just a strange shape or something. The extensions are beautiful and nicely made.,All Beauty,1625234456306,0,False,B0952KBKHZ,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0919R1CYT,B0919R1CYT,5.0,Great makeup brushes!,These are pretty and very soft brushes that are the perfect size. They are lightweight and easy to use.,All Beauty,1625234528278,0,False,B0919R1CYT,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B095P6Z9QK,B095P6Z9QK,3.0,"Good for long, thick hair","These are a great idea but only if you have nice long, thick hair. I have fine hair and it looks really silly.",All Beauty,1625234647870,1,False,B095P6Z9QK,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B0963RH85G,B0963RH85G,5.0,Great for adding volume and easy to cut,"I got the brown with ginger and has zero ginger in it which is a plus for me since neither do I. I have wavy, thin hair so it’s always hard to find extensions that match my hair wave. I hate using heat products so in order to use most extensions, I have to straighten my hair which I don’t like. I just need some volume, not length so I cut these which was really easy. All you need is a sharp pair of hair cutting scissors and a pony tail holder. Put the pony tail holder where you went to cut and cut away. It isn’t a perfect like which is good to help blend.",All Beauty,1625591698988,0,False,B0963RH85G,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B095RWJJB8,B095RWJJB8,4.0,Pretty but overpriced,This is a pretty bow however $7 for one bow is pretty expensive considering I can get 10 of these bows for $8 from other sellers.,All Beauty,1627679830425,0,False,B095RWJJB8,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B097JXPZ6D,B097JXPZ6D,4.0,Pretty headband,This is a cute bow and is exactly what is advertised. I do believe the $10 price point is pretty high considering you can get 10 headbands for $12. It is well made and fits my 4 year old daughter’s head nicely.,All Beauty,1627938153438,0,False,B097JXPZ6D,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08Q8NQMX2,B08Q8NQMX2,4.0,Cute butterfly clips but some wings are creased,These are cute and my 4 year old daughter loves them. They come in bright colors however a handful do them has creases wings and I’m not really sure how to get the crease out.,All Beauty,1628083724757,0,False,B08Q8NQMX2,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B093JGCRWX,B093JGCRWX,3.0,"Paraben free, silicone free, sulfate free but not EWG verified","I searched the EWG website for this company and product and in many spelling varieties and came up empty handed. If this product was indeed EWG verified, it would not only be on the website but it would have the EWG logo on the product plus it wouldn’t have linalool which is high on the allergy list.<br /><br />Other than the linalool, this has decent ingredients. It is silicone free, paraben free, sulfate free and alcohol free. I would stay away from this product if you have malassezia (fungal) acne as olive and japonica may be triggers and/or pore clogging.<br /><br />Like all natural bar shampoos, it won’t lather like traditional synthetic shampoos but it does clean. It takes some getting use too and a period of detoxing for your hair to get use to the change in chemicals if you are switching from synthetic to natural but it is worth it!<br /><br />I would recommend this shampoo bar however I am rather concerned about the EWG verified claim.",All Beauty,1628722253112,3,False,B093JGCRWX,,,,,,False
AE3KLVXGZPANXE5XLXYKHTVAZ3FQ,B08Z7FQGW3,B08Z7FQGW3,4.0,Beautiful crown for adults,This is a beautiful dark purple leaf crown with rose gold metal. It fits my female adult head nicely and that was after I bent it to make it smaller. It wouldn’t fit a small child. My 4 year old daughter was very disappointed that it didn’t fit her. It came quickly and I’m surprised it was damaged due to the lack of product protection. It is well made and a fun addition to anyone's dress up collection!,All Beauty,1629826110674,0,False,B08Z7FQGW3,,,,,,False
