user_id,avg_rating,review_count,avg_review_length,sample_reviews,persona
AE3VHF7T7FX6K4EJSO4GCX7UJVAA,4.142857142857143,7,183.14285714285714,"I waited a few days, after installing, before writing a review.  I received promptly, item(s) works as described, and I'm happy ... thanks.<br />-Kev, The Shoals, AL.  Roll Tide! I waited a few days, after installing, before writing a review.  I received promptly, item(s) works as described, and I'm happy ... thanks.<br />-Kev, The Shoals, AL.  Roll Tide! Unfortunately, the fuse shot on the very first run.  I had to order another brand of fuse, wait for it to arrive, take the dryer apart again and install it.  Been running perfectly for a few weeks now. I bought a new heating element here at Prime.  I took my dryer apart, installed new heating element, put dryer back together and on the first run, the fuse blew.  I ordered this pack and replaced the fuses, works great! When the rear wheels wore down, I ordered and installed these.  Works perfectly.","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.1
Total reviews: 7
Example behavior:
I waited a few days, after installing, before writing a review.  I received promptly, item(s) works as described, and I'm happy ... thanks.<br />-Kev, The Shoals, AL.  Roll Tide! I waited a few days, after installing, before writing a review.  I received promptly, item(s) works as described, and I'm"
AE3X3OR52JVXEIQUXWVUP5XC5HYQ,5.0,6,37.333333333333336,Great graphics ft and excellent packaging Great gift so they can get what they beed Package was great.  If your not sure on a gift Great gift  to buy what they like She can buy what she needs,"User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 6
Example behavior:
Great graphics ft and excellent packaging Great gift so they can get what they beed Package was great.  If your not sure on a gift Great gift  to buy what they like She can buy what she needs"
AE3X7PNUWXQU6FZQLQGIA6ZT45QA,4.666666666666667,9,798.4444444444445,"The Butterfly Nail Art Decals Water Transfer Stickers bundle is a great deal. You get 22 full sheets of stickers. Each sheet has over 50 stickers as far as I've counted them. They are either multi-colored and halographic or metallic outlined patterns. Every sheet is a little different, so there are no repeats. They apply easily, but I highly recommend doing a base coat first and a coat on top as well. There are also 2 generously filled jars of holographic butterflies that measure 4mm by 4mm at the widest points. This is a really pretty collection of butterflies and I couldn't recommend them more for both the value and variety! The anmas rucci Acrylic Nail Art Tools Kit gives you a little bit of everything for making your nails, or even crafting creations several different options for creative expression. My favorite part of the set is the half-pearls and pixie beads, but all of the pieces are really pretty. The tape works well with my own adhesive I already had on hand. This is a really fun set and I'd recommend them to anyone that likes to get creative with their nail art! I'm happy with the Fog-free Dental Mirror and 4 Pieces of Stainless Steel Dental Pick. It's packaged securely and all the pieces were in excellent condition upon arrival. I visit my dentist often, but I sometimes need a little help to find rogue bits of debris in some of my teeth. The dental mirror is incredibly handy for that use. I also find the dental picks are better for me as hobby tools. I've never felt the need to scrap my own teeth to risk damage to surrounding tissues. They do a good job in tiny crevices and have a textured handle which is easy to hold. I find this set to be a good value and the versatile use is a great bonus for me. I have a lot of mixed feelings about the Cuckoo Upgraded Eyelash Lift Kit. Primarily, the perm solution is really, really harsh. I cannot recommend the kit if this is the primary component of the kit you want. I would suggest looking elsewhere. On the other hand, the amount of glue rings, wands and microbrushes prove to be very useful to me. If you are after the accessories, then this is a fair value. I have no strong opinion about the pads or scrapers. Overall, this is not a product I would recommend, but if you are after the accessories in the kit, then I would say this is a decent kit to have those on hand. Thanks for reading, if my experience is helpful to you, please click the button below. There are pros and cons to the Tirtyl Hand Soap Sheet Variety Pack. I found it difficult to get a decent lather from the sheets, even when using 2 or 3 at a time. This makes them less than ideal for bathing. However, I did get them to do a great job for cleaning just my hands. I would suggest them for cleaning hands while on the go. The scent is very light when added to water. A tin is included, which is a bit more durable than the paper envelopes. The tin slides open, matchbox style. I would recommend using the tin as it will withstand being transported in a pocket, purse or bag better than the paper envelopes. If you anticipate being exposed to rain, I would suggest to place the tin and/or envelopes into a plastic bag. Using water and friction is superior to using hand sanitizer, and with the soap sheets you will be able to maintain much cleaner hands while out and about.<br /><br />If you are looking for a portable soap for bathing, I would still suggest to use bar soap wrapped in wax paper inside a plastic bag. If you are in situations where you need to wash hands without soap provided, these are ideal for that need. I would recommend the soap sheets as they are easy to transport and cost effective for hand washing. I hope you find my experience helpful and kindly will click the button below.","User is a generally positive customer and a detailed reviewer.
Average rating given: 4.7
Total reviews: 9
Example behavior:
The Butterfly Nail Art Decals Water Transfer Stickers bundle is a great deal. You get 22 full sheets of stickers. Each sheet has over 50 stickers as far as I've counted them. They are either multi-colored and halographic or metallic outlined patterns. Every sheet is a little different, so there are"
AE3XHOX3OBSVFXACAPNFMKSUWR5Q,5.0,9,365.22222222222223,"It's probably more fun for me to buy a gift, wrap it and deliver it in person.<br /><br />It's probably more fun for the recipient to receive money or a gift card so that they can choose their own item.<br /><br />You can never go wrong with money; a gift card is -- to me anyway -- slightly classier than money. And Amazon.com has a wide enough selection of items that the recipient can usually find SOMETHING; growing wider every day, too.<br /><br />Once, or twice, a year (birthdays and/or Christmas) I like to give my friend's children a little something. And they seem to LOVE receiving gift cards from Amazon.com! My favorite soap!<br /><br />This smells heavenly! I'll get a whiff of sage while reading in my bedroom, even though the bars of soap are in a nearby bathroom. And it is DELIGHTFUL -- like the great outdoors! Invigorating.<br /><br />I'm using this in the shower as a body scrubber -- it's abrasive, with bits of sage in the soap.<br /><br />It may seem a bit pricey, but these are large bars of soap.<br /><br />Love, love, LOVE Pre' De Provence! One of my favorite things to give and always well received is an amazon gift card. The cupcake packaging adds an extra “Happy Birthday” personal touch. Who doesn't love to receive money? This is essentially money in a classier form that lets the recipient choose her gift, from socks to books to cosmetics to nutrition bars and so much more from a to z. The card is snugly placed in a pretty gift box with ribbon -- no wrapping necessary -- it's already beautifully wrapped. Lovely and practical gift for a young woman who I know who just graduated with honors.","User is a generally positive customer and a detailed reviewer.
Average rating given: 5.0
Total reviews: 9
Example behavior:
It's probably more fun for me to buy a gift, wrap it and deliver it in person.<br /><br />It's probably more fun for the recipient to receive money or a gift card so that they can choose their own item.<br /><br />You can never go wrong with money; a gift card is -- to me anyway -- slightly classier"
AE4COSQA4TYIPQIX2TK33LRZMCMQ,5.0,5,109.0,Works great and was REALLY easy to replace. This was just what we needed to fix our washer. It was VeRY easy to install and we instantly had hot water again afterward. This was exactly what was needed to fix out Whirlpool LSR7010PQ2 (Type 111) washer. Was able to get them installed in about 5 minutes and the washer is working like new again! Works great and fits perfectly. Had it installed in about 10 mins. They are great OE replacements and the water tastes just as good or maybe better than before. Will definitely be buying these from now on.,"User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 5
Example behavior:
Works great and was REALLY easy to replace. This was just what we needed to fix our washer. It was VeRY easy to install and we instantly had hot water again afterward. This was exactly what was needed to fix out Whirlpool LSR7010PQ2 (Type 111) washer. Was able to get them installed in about 5 minute"
AE4DOWCWSVFBZH5DZCRLMQKTWK5Q,4.857142857142857,7,302.2857142857143,"I purchased the keys because I lost our freezer key. I was very pleased to find how sturdy it was. It fit perfectly in our freezer.<br />I am very pleased with my purchase.<br />The item was delivered very quickly. This humidifier is great for a small home. It is quiet and provides the right humidity that can be controlled by a dial<br />I hired a technician... conveniently arranged by Amazon for installation.<br />Humidifier is easy to use to turn on in winter and off in summer. Dial controls amount of humidity you want I have a Kenmore Coldspot refrigerator and this filter worked great. It is a much better price than the filters made directly for that brand of fridge. I always purchase this refrigerator filter because it’s quality is reliable and it is compatible with many different refrigerators.<br />It is very easy to install. Just a quarter turn to unlock and pull out old filter. Put in new filter and a quarter turn locks new one in.<br />It is also at a great price I purchased these coffee filters for my Keurig K-Cup coffee maker.<br />I like the filters because they are thicker and stronger which keeps coffee grounds in the filter and not all over the floor because of breakage. They also don’t fall apart when removing, which leads to grounds all over the floor.<br />The water flows slower through the filters, which makes the coffee taste much better.<br />The filters also have taller sides which prevents overflow so grounds don’t end up in my coffee.<br />These filters are well worth the extra cost","User is a generally positive customer and a detailed reviewer.
Average rating given: 4.9
Total reviews: 7
Example behavior:
I purchased the keys because I lost our freezer key. I was very pleased to find how sturdy it was. It fit perfectly in our freezer.<br />I am very pleased with my purchase.<br />The item was delivered very quickly. This humidifier is great for a small home. It is quiet and provides the right humidit"
AE4IYZGY3ORX25M6C7QQ26XG4Z6Q,5.0,7,74.71428571428571,Great to put in a book for Christmas.  They can order another book with the 25 dollars when they finish the one the bookmark was in. Pretty clever. lol. kathy Granddaughter was thrilled. Its her favorite store to buy jeans. kathy Love to have amazon cards. Can't go wrong.  I ordered my sister one last year for Christmas and now she is hooked. She loves Amazon. kathy Perfect gift card. kathy Granddaughter loved picking out her own shoes.,"User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 7
Example behavior:
Great to put in a book for Christmas.  They can order another book with the 25 dollars when they finish the one the bookmark was in. Pretty clever. lol. kathy Granddaughter was thrilled. Its her favorite store to buy jeans. kathy Love to have amazon cards. Can't go wrong.  I ordered my sister one la"
AE4OG34VWD4QTP6OIX5LPCDQCD6A,5.0,5,59.6,"The brushes work very good as I expected. The nail polish goes on thick for its color,looks good and last long. Good buy... Works well between the counter and stove. Good pack for my nail needs. I became my own nail solone. Just for me.. I love doing my own nails. Good choice of brushes to do it with.","User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 5
Example behavior:
The brushes work very good as I expected. The nail polish goes on thick for its color,looks good and last long. Good buy... Works well between the counter and stove. Good pack for my nail needs. I became my own nail solone. Just for me.. I love doing my own nails. Good choice of brushes to do it wit"
AE4QO4BZ4S4DD3A2EXHUCIECTYWA,5.0,6,952.6666666666666,"What a quick and easy and inexpensive way to spruce up a kitchen! And they fit like the original parts. We've had a Roper RTW4640YQ1 quite a long time. I keep fixing it instead of buying a new one. I think I've replaced the shift actuator three or four times, the main control board once, the transmission once (and incidentally the washer seemed to work better than it did new after I replaced it), and the main motor capacitor once.<br /><br />When the drum started slamming around on spin cycle, I decided to go ahead and buy a new washer. Since I was familiar with this model and know how to repair it, I ordered one like it. After the order was delayed a couple of times, I decided to cancel and once again fix the old one.<br /><br />I looked around on the Internet and discovered the suspension rods were the likely problem. After watching a couple of how-to videos, it looked like a pretty easy fix.<br /><br />I had a delay though because I ordered the wrong rods to start with.  The rods that fit our machine are part number W10780048, and are about 23 and 1/2 inches long. I found a listing for part number ERW10780048, and thought that must be a match since all but the first two letters were the same number. Nope. Those rods are about three inches longer and didn't fit. I returned them and ordered these correct size ones.<br /><br />The only glitch I encountered in installing them was the drum got snagged on the overlapping seam of the metal panel on the back as I was trying to lift one of the rear rods into its position. I didn't realize that was why I had to pull so hard to get it situated. I freed the drum from the seam and things went a lot more smoothly.<br /><br />Anyway I got them installed and it solved the problem. The machine is spin cycle-ing nicely again without slamming.<br /><br />[**UPDATE** -- After running several loads I've come to think the springs in these rods aren't quite as strong as the the ones on the original equipment rods. Some slamming does still occur with larger loads. It's still an improvement, but not quite up to ""as new"" performance.]<br /><br />[**UPDATE 2** -- I finally gave up and bought a more expensive set of replacement rods. Search for ""Whirlpool W10780048 Suspension, 24"", white."" They work better.]<br /><br />One more repair I did while I had the machine out: One of the bottom front corners has gotten rusty, so I reinforced it by fastening blocks of pressure treated 2 x 4 on the inside by running screws through the sheet metal from the front and side. It doesn't look great, but it's sturdy.<br /><br />Oh, by the way, I did order those smaller springs to put at the top, but as other reviewers have said, they're not needed. They don't provide much tension, and on our machine there were only installation holes on three of the corners of the drum assembly. Besides, the washer did not come with them originally, and it worked fine without them for years. I gave them a look-over and decided to not bother with installing them.<br /><br />So just double-check your part numbers, and you might even want to go ahead and remove one of the rods before ordering so you can measure the length and make sure it matches up to what you're ordering. I tried to save a few bucks by buying a cheaper set of these suspension rods. They worked okay for a short while but just couldn't stabilize large loads in the washer. The slamming resumed.<br /><br />I watched a few online videos and found (according to a couple of videos I found online, so take it with a grain of salt) that it's not the springs that are the key to how these rods work. It's the cap on top of the spring. The cap has a collar that fits rather tightly on the rod and slides up and down, but with some resistance. Apparently that resistance is what provides the damping and stops the slamming. When that collar loosens over time and the cap slides too easily, the slamming starts.<br /><br />I saw some innovative fixes. One was to use construction adhesive around the collar to increase the friction. Another was to put a small cable tie around the collar and cinch it tightly enough to increase it.<br /><br />Or you could just buy this set of replacement rods. This set works. Washer is slamming no more. Several videos are available online that show how to install them. I was using the shiny chrome drip pans but I had to replace them more than once because they get stained and rust. One on the last set rusted completely through. So I decided to pay a little more and go with these.<br /><br />Since they're porcelain enamel coated, they're probably a lot more rust resistant. Since they're black, they don't show stains. And they fit very well. The burners sit nice and level on them. The coil burner elements on our Whirlpool range (model WFC150MLAW, FYI) were beginning to misbehave a bit (like the larger ones were going to red hot and staying there sometimes no matter where you set the control knob). I figured it was time to replace them. Original equipment replacements were pricey. There was a slight difference from the originals in design. These replacements had an extra turn in the coils. But I checked the measurements and took a chance they'd work.<br /><br />And they DO work. They fit and look better than the original coils. The extra turn in the coils seems to make them a little slower to get to red hot, but they're really efficient at heating and are no slower to get pots and pans to cooking temperature than the original coils.<br /><br />So yeah they work and they look great. Just measure to make sure they'll fit and check that the connectors are the right type for your range.","User is a generally positive customer and a detailed reviewer.
Average rating given: 5.0
Total reviews: 6
Example behavior:
What a quick and easy and inexpensive way to spruce up a kitchen! And they fit like the original parts. We've had a Roper RTW4640YQ1 quite a long time. I keep fixing it instead of buying a new one. I think I've replaced the shift actuator three or four times, the main control board once, the transmi"
AE4XBKOIAQRUDP7Y7H65ERRDRBFQ,4.0,5,197.6,"If you have a new steam dryer, and are challenged when doing installs, this is the answer. Priced much better than the competition. I have ordered this item from your company, and thought that the problem might be that the wrong item was shipped. Wrong. I ordered another filter from your company under a different product name and the result was the same. It does not fit my refrigerator. I do not have a clue why. It was suggested that I forward pictures to you. I need an email address to do that and I do not believe that information has been forwarded to me. I have invested $32.00 on four filters, and with negative results. I am extremely unhappy. There was a technical issue that I was not aware of. This product is well priced and is top notch. Works well. Priced reasonably, and rises to the name brand in function. No material failure or shattering to date Purchased before and they worked well without issue, and no problems. Even the repair man had to admit it is a good product.","User is a generally positive customer and a short-form reviewer.
Average rating given: 4.0
Total reviews: 5
Example behavior:
If you have a new steam dryer, and are challenged when doing installs, this is the answer. Priced much better than the competition. I have ordered this item from your company, and thought that the problem might be that the wrong item was shipped. Wrong. I ordered another filter from your company und"
AE4XVKKIXLHIS7SXHUT5V76QFTTA,5.0,6,55.333333333333336,"Not much to tell really, you order the gift card it arrives in the mail, you give it away. I recharged my balance without any issues. This gift card was perfect and arrived very quickly Arrived quickly and works without any issues Excellent gift always works and arrives very quickly","User is a generally positive customer and a short-form reviewer.
Average rating given: 5.0
Total reviews: 6
Example behavior:
Not much to tell really, you order the gift card it arrives in the mail, you give it away. I recharged my balance without any issues. This gift card was perfect and arrived very quickly Arrived quickly and works without any issues Excellent gift always works and arrives very quickly"
